Order_ID,Order_Date,Product_Code,Quantity,Vendor_ID,Country,Requested_Delivery_Date,Lead_Time,Season,Product_Category,Price,Promotion,Weather_Index,Historical_Orders,Delivery_Status
O01876,2010-07-26,P010,44,V066,Spain,2010-12-05,132,Summer,Men's Parka,375,1,Snow,555,0
O01877,2010-09-04,P003,38,V071,Russia,2011-02-11,160,Fall,Children's Parka,470,0,Mild,714,0
O01878,2010-04-06,P009,50,V040,Russia,2010-08-26,142,Spring,Men's Parka,424,0,Cold,895,0
O01879,2010-09-02,P004,13,V067,Russia,2011-01-19,139,Fall,Outdoor Series,327,1,Snow,679,0
O01880,2010-08-15,P007,34,V044,Russia,2010-10-15,61,Summer,Men's Parka,301,0,Snow,463,1
O01881,2010-03-01,P019,22,V097,Poland,2010-04-26,56,Spring,Women's Parka,309,0,Mild,595,1
O01882,2011-09-29,P016,44,V082,Germany,2011-12-05,67,Fall,Men's Parka,218,1,Cold,752,1
O01883,2010-10-12,P011,45,V021,France,2011-01-17,97,Fall,Men's Parka,350,0,Cold,577,1
O01884,2011-09-10,P012,12,V003,Spain,2012-03-06,178,Fall,Outdoor Series,492,0,Mild,703,0
O01885,2010-12-16,P005,21,V004,France,2011-02-12,58,Winter,Women's Parka,298,0,Mild,744,1
O01886,2010-07-15,P008,36,V070,Russia,2010-09-26,73,Summer,Men's Parka,420,0,Snow,625,1
O01887,2010-08-13,P004,1,V076,Poland,2010-12-14,123,Summer,Children's Parka,394,0,Mild,982,0
O01888,2009-09-07,P010,44,V034,France,2010-01-20,135,Fall,Men's Parka,372,0,Mild,538,0
O01889,2011-02-17,P020,1,V031,Spain,2011-06-13,116,Winter,Outdoor Series,306,0,Snow,646,1
O01890,2011-03-20,P003,5,V100,Russia,2011-05-25,66,Spring,Men's Parka,474,0,Cold,513,1
O01891,2010-12-08,P007,1,V039,Spain,2011-03-10,92,Winter,Men's Parka,206,1,Cold,874,1
O01892,2009-10-27,P011,27,V093,France,2010-03-29,153,Fall,Women's Parka,291,0,Mild,894,0
O01893,2010-08-18,P016,7,V055,Russia,2010-11-09,83,Summer,Men's Parka,433,0,Mild,717,1
O01894,2009-03-28,P015,34,V065,UK,2009-07-03,97,Spring,Men's Parka,354,1,Cold,430,1
O01895,2010-08-13,P011,7,V015,Germany,2010-10-06,54,Summer,Men's Parka,466,1,Mild,949,1
O01896,2009-06-11,P020,44,V094,France,2009-10-03,114,Summer,Women's Parka,253,0,Cold,890,1
O01897,2010-12-11,P010,29,V008,Russia,2011-01-28,48,Winter,Children's Parka,276,0,Cold,864,1
O01898,2011-06-25,P019,23,V048,UK,2011-11-19,147,Summer,Outdoor Series,344,1,Cold,647,0
O01899,2010-06-10,P005,15,V034,UK,2010-11-12,155,Summer,Outdoor Series,290,0,Snow,555,0
O01900,2011-09-09,P019,47,V081,UK,2011-12-10,92,Fall,Men's Parka,251,1,Mild,457,1
O01901,2010-03-15,P019,19,V065,Italy,2010-06-19,96,Spring,Women's Parka,246,1,Cold,596,1
O01902,2010-02-18,P012,17,V046,Spain,2010-06-15,117,Winter,Outdoor Series,345,0,Snow,507,1
O01903,2010-07-10,P011,13,V016,Spain,2010-10-23,105,Summer,Children's Parka,211,0,Cold,697,1
O01904,2010-07-11,P014,3,V007,Germany,2010-12-01,143,Summer,Men's Parka,485,0,Mild,805,0
O01905,2009-10-09,P006,2,V097,Germany,2010-01-31,114,Fall,Children's Parka,402,1,Cold,906,1
O01906,2009-08-12,P001,40,V084,Poland,2010-01-04,145,Summer,Men's Parka,468,0,Cold,454,0
O01907,2010-05-06,P011,6,V016,Germany,2010-08-10,96,Spring,Children's Parka,271,1,Cold,604,1
O01908,2010-05-12,P008,4,V058,Germany,2010-11-03,175,Spring,Men's Parka,372,1,Mild,405,0
O01909,2009-04-14,P008,39,V039,Spain,2009-07-23,100,Spring,Men's Parka,204,0,Cold,646,1
O01910,2011-12-24,P014,43,V074,Germany,2012-02-01,39,Winter,Children's Parka,495,1,Snow,786,1
O01911,2010-04-08,P009,14,V095,Italy,2010-06-12,65,Spring,Men's Parka,367,0,Mild,383,1
O01912,2010-04-22,P012,39,V001,UK,2010-06-28,67,Spring,Men's Parka,268,1,Cold,460,1
O01913,2009-04-18,P005,41,V059,France,2009-09-28,163,Spring,Women's Parka,276,0,Cold,956,0
O01914,2009-07-25,P011,8,V044,UK,2009-11-05,103,Summer,Children's Parka,346,0,Cold,768,1
O01915,2011-04-27,P016,46,V031,France,2011-06-02,36,Spring,Children's Parka,392,0,Cold,960,1
O01916,2010-11-08,P015,8,V096,Poland,2011-02-02,86,Fall,Men's Parka,265,0,Cold,728,1
O01917,2011-08-26,P015,6,V075,UK,2011-12-28,124,Summer,Outdoor Series,208,1,Snow,501,0
O01918,2009-07-25,P012,39,V073,Poland,2010-01-15,174,Summer,Men's Parka,299,1,Cold,940,0
O01919,2009-10-09,P010,9,V092,Russia,2010-02-08,122,Fall,Men's Parka,387,1,Mild,860,0
O01920,2009-01-11,P016,25,V081,Italy,2009-04-25,104,Winter,Children's Parka,379,0,Snow,529,1
O01921,2009-11-20,P018,43,V086,UK,2010-03-08,108,Fall,Children's Parka,394,0,Mild,631,1
O01922,2011-04-14,P004,49,V069,Germany,2011-06-23,70,Spring,Women's Parka,233,1,Cold,577,1
O01923,2011-09-02,P006,42,V077,Poland,2012-02-24,175,Fall,Men's Parka,200,0,Mild,517,0
O01924,2011-09-05,P020,37,V030,Spain,2011-12-22,108,Fall,Women's Parka,309,0,Cold,975,1
O01925,2010-02-13,P003,12,V045,Russia,2010-07-14,151,Winter,Men's Parka,491,0,Snow,593,0
O01926,2010-08-12,P009,8,V039,Italy,2011-01-01,142,Summer,Men's Parka,376,1,Cold,720,0
O01927,2010-10-20,P005,45,V037,France,2011-02-02,105,Fall,Men's Parka,265,1,Mild,861,1
O01928,2010-08-08,P018,12,V086,Spain,2010-10-16,69,Summer,Men's Parka,498,0,Cold,636,1
O01929,2009-05-02,P007,17,V092,UK,2009-07-03,62,Spring,Men's Parka,454,0,Cold,812,1
O01930,2009-07-03,P009,19,V074,Italy,2009-09-08,67,Summer,Children's Parka,208,0,Cold,739,1
O01931,2010-04-21,P003,30,V087,Russia,2010-08-03,104,Spring,Children's Parka,249,1,Mild,552,1
O01932,2012-01-01,P003,43,V018,Spain,2012-05-08,128,Winter,Women's Parka,317,0,Mild,984,0
O01933,2009-03-18,P001,5,V092,Italy,2009-06-21,95,Spring,Men's Parka,432,1,Mild,891,1
O01934,2009-12-25,P017,41,V049,France,2010-03-23,88,Winter,Men's Parka,260,1,Cold,326,1
O01935,2011-05-06,P001,30,V067,Russia,2011-06-12,37,Spring,Men's Parka,272,1,Mild,722,1
O01936,2009-12-27,P019,18,V095,UK,2010-03-21,84,Winter,Men's Parka,341,1,Cold,403,1
O01937,2009-03-16,P019,50,V032,Russia,2009-09-11,179,Spring,Men's Parka,297,0,Mild,702,0
O01938,2011-03-25,P013,28,V014,Spain,2011-07-10,107,Spring,Women's Parka,417,0,Snow,851,1
O01939,2011-10-12,P019,45,V042,Spain,2011-12-18,67,Fall,Children's Parka,383,0,Cold,450,1
O01940,2010-01-17,P007,43,V067,UK,2010-07-15,179,Winter,Men's Parka,481,0,Mild,603,0
O01941,2010-08-16,P002,50,V075,Germany,2010-09-18,33,Summer,Men's Parka,367,0,Mild,879,1
O01942,2009-03-18,P018,50,V025,Spain,2009-06-22,96,Spring,Men's Parka,476,1,Cold,781,1
O01943,2009-01-19,P009,21,V100,Germany,2009-05-22,123,Winter,Women's Parka,387,1,Mild,904,0
O01944,2010-09-04,P018,17,V047,Germany,2011-02-11,160,Fall,Children's Parka,398,1,Cold,954,0
O01945,2009-08-08,P018,11,V059,Italy,2010-01-17,162,Summer,Women's Parka,357,1,Mild,542,0
O01946,2010-11-18,P016,50,V013,Poland,2011-03-31,133,Fall,Men's Parka,266,0,Mild,930,0
O01947,2010-08-06,P005,5,V019,France,2011-01-05,152,Summer,Women's Parka,308,1,Snow,923,0
O01948,2011-07-20,P012,18,V092,Italy,2011-10-01,73,Summer,Women's Parka,213,1,Mild,859,1
O01949,2011-12-10,P013,50,V055,Russia,2012-04-06,118,Winter,Women's Parka,332,1,Snow,973,1
O01950,2011-10-09,P008,4,V053,Germany,2011-12-17,69,Fall,Outdoor Series,238,0,Cold,379,1
O01951,2009-10-02,P019,25,V011,UK,2010-03-31,180,Fall,Outdoor Series,279,1,Snow,725,0
O01952,2011-10-30,P010,25,V012,France,2012-04-05,158,Fall,Men's Parka,213,1,Mild,398,0
O01953,2011-08-17,P005,22,V008,UK,2011-12-05,110,Summer,Women's Parka,272,0,Mild,662,1
O01954,2010-07-13,P015,4,V055,Russia,2010-12-23,163,Summer,Children's Parka,446,0,Snow,529,0
O01955,2010-01-30,P017,17,V017,UK,2010-06-04,125,Winter,Children's Parka,227,0,Snow,989,0
O01956,2009-08-19,P017,17,V061,Russia,2009-12-23,126,Summer,Children's Parka,416,1,Mild,812,0
O01957,2010-11-09,P003,12,V028,Germany,2011-04-12,154,Fall,Women's Parka,263,1,Mild,385,0
O01958,2009-11-29,P013,29,V058,Spain,2010-02-10,73,Fall,Women's Parka,385,1,Cold,403,1
O01959,2011-07-29,P012,5,V010,France,2012-01-09,164,Summer,Women's Parka,282,0,Cold,703,0
O01960,2010-06-11,P017,32,V048,Spain,2010-11-11,153,Summer,Women's Parka,445,1,Cold,827,0
O01961,2010-01-17,P001,13,V087,Russia,2010-04-01,74,Winter,Children's Parka,318,0,Cold,971,1
O01962,2009-01-29,P008,40,V068,Italy,2009-07-01,153,Winter,Men's Parka,485,1,Snow,501,0
O01963,2010-11-22,P020,26,V052,France,2011-03-29,127,Fall,Women's Parka,453,1,Cold,772,0
O01964,2010-08-28,P006,12,V076,Russia,2010-09-30,33,Summer,Men's Parka,342,1,Mild,390,1
O01965,2010-01-31,P017,42,V072,Germany,2010-03-18,46,Winter,Men's Parka,230,0,Cold,329,1
O01966,2009-12-26,P005,32,V067,Russia,2010-04-22,117,Winter,Women's Parka,285,1,Snow,550,1
O01967,2011-04-11,P015,7,V100,Italy,2011-07-07,87,Spring,Women's Parka,231,1,Mild,323,1
O01968,2011-05-26,P006,10,V051,Germany,2011-09-12,109,Spring,Men's Parka,426,0,Cold,809,1
O01969,2011-11-22,P006,35,V034,Germany,2012-02-12,82,Fall,Men's Parka,243,0,Cold,513,1
O01970,2010-11-03,P019,50,V075,UK,2011-01-29,87,Fall,Men's Parka,420,1,Cold,785,1
O01971,2009-06-27,P019,28,V064,Russia,2009-09-03,68,Summer,Men's Parka,418,1,Snow,433,1
O01972,2011-04-01,P005,14,V082,Italy,2011-07-11,101,Spring,Men's Parka,211,0,Mild,688,1
O01973,2009-07-15,P016,40,V055,Spain,2009-09-13,60,Summer,Women's Parka,411,1,Cold,360,1
O01974,2010-01-14,P012,42,V057,Poland,2010-04-04,80,Winter,Women's Parka,316,0,Cold,782,1
O01975,2009-10-15,P002,7,V089,Germany,2010-02-13,121,Fall,Men's Parka,266,1,Snow,470,0
O01976,2011-09-05,P008,29,V063,Russia,2012-02-09,157,Fall,Children's Parka,264,1,Mild,304,0
O01977,2010-10-25,P016,46,V094,Germany,2011-03-21,147,Fall,Children's Parka,344,1,Snow,397,0
O01978,2010-05-24,P008,17,V054,Germany,2010-11-15,175,Spring,Children's Parka,471,1,Cold,580,0
O01979,2009-01-14,P003,7,V021,Germany,2009-02-16,33,Winter,Women's Parka,254,0,Snow,849,1
O01980,2010-06-19,P009,3,V019,Italy,2010-11-30,164,Summer,Men's Parka,375,0,Mild,928,0
O01981,2011-02-25,P012,5,V065,Germany,2011-05-24,88,Winter,Men's Parka,363,1,Cold,733,1
O01982,2010-04-28,P008,5,V017,UK,2010-07-18,81,Spring,Men's Parka,333,0,Snow,793,1
O01983,2011-07-04,P002,37,V063,France,2011-11-04,123,Summer,Men's Parka,281,0,Snow,867,0
O01984,2010-07-01,P007,47,V092,Spain,2010-08-08,38,Summer,Women's Parka,203,1,Cold,319,1
O01985,2010-11-07,P017,17,V059,UK,2011-03-19,132,Fall,Women's Parka,313,0,Snow,869,0
O01986,2010-09-11,P012,50,V017,Germany,2010-11-05,55,Fall,Women's Parka,346,1,Snow,443,1
O01987,2009-01-24,P013,29,V091,Italy,2009-05-18,114,Winter,Women's Parka,216,1,Snow,695,1
O01988,2010-06-20,P016,2,V066,Spain,2010-11-26,159,Summer,Children's Parka,327,0,Cold,581,0
O01989,2011-01-07,P015,32,V068,UK,2011-02-23,47,Winter,Women's Parka,230,0,Mild,887,1
O01990,2010-04-29,P002,10,V016,Italy,2010-08-06,99,Spring,Women's Parka,263,0,Cold,512,1
O01991,2009-05-08,P002,42,V089,Germany,2009-10-26,171,Spring,Men's Parka,208,0,Cold,420,0
O01992,2009-08-31,P011,41,V028,UK,2010-02-13,166,Summer,Outdoor Series,385,1,Snow,434,0
O01993,2011-08-12,P004,1,V059,Russia,2012-01-26,167,Summer,Children's Parka,407,0,Cold,425,0
O01994,2010-09-21,P017,3,V061,Germany,2010-11-10,50,Fall,Outdoor Series,454,0,Snow,592,1
O01995,2009-11-24,P009,43,V005,Poland,2010-01-07,44,Fall,Men's Parka,488,1,Cold,707,1
O01996,2011-04-11,P009,25,V096,Italy,2011-09-02,144,Spring,Men's Parka,431,0,Cold,501,0
O01997,2011-10-27,P019,18,V021,Poland,2012-04-19,175,Fall,Women's Parka,388,0,Snow,906,0
O01998,2010-09-29,P018,10,V072,Russia,2011-03-11,163,Fall,Men's Parka,416,1,Cold,604,0
O01999,2009-08-29,P019,45,V048,Russia,2009-11-30,93,Summer,Women's Parka,357,1,Cold,752,1
O02000,2010-08-28,P006,22,V016,Germany,2010-11-28,92,Summer,Women's Parka,233,0,Snow,706,1
O02001,2011-01-23,P013,26,V078,Germany,2011-04-28,95,Winter,Women's Parka,389,0,Mild,488,1
O02002,2010-03-29,P013,37,V053,Germany,2010-06-13,76,Spring,Men's Parka,426,0,Cold,631,1
O02003,2010-03-25,P012,1,V015,Germany,2010-06-25,92,Spring,Women's Parka,378,1,Mild,957,1
O02004,2009-10-01,P019,33,V016,Spain,2009-12-28,88,Fall,Women's Parka,390,1,Cold,584,1
O02005,2011-09-07,P003,46,V048,Poland,2012-01-31,146,Fall,Outdoor Series,345,1,Cold,447,0
O02006,2009-11-10,P017,50,V074,Germany,2010-01-24,75,Fall,Children's Parka,417,0,Mild,892,1
O02007,2011-07-21,P009,32,V038,Spain,2011-08-30,40,Summer,Women's Parka,288,1,Mild,948,1
O02008,2011-02-05,P013,31,V006,Germany,2011-05-14,98,Winter,Men's Parka,326,0,Snow,468,1
O02009,2011-05-02,P008,28,V067,Germany,2011-10-20,171,Spring,Men's Parka,328,1,Cold,697,0
O02010,2011-08-23,P017,26,V020,Russia,2011-12-02,101,Summer,Outdoor Series,445,0,Snow,603,1
O02011,2010-03-24,P013,47,V016,Germany,2010-05-16,53,Spring,Men's Parka,254,1,Mild,652,1
O02012,2010-05-22,P012,50,V048,Germany,2010-08-08,78,Spring,Outdoor Series,270,0,Cold,715,1
O02013,2009-06-17,P012,5,V040,Poland,2009-08-02,46,Summer,Men's Parka,328,1,Cold,510,1
O02014,2011-12-13,P016,35,V048,Spain,2012-02-14,63,Winter,Children's Parka,436,0,Mild,495,1
O02015,2011-07-04,P016,15,V039,Russia,2011-12-14,163,Summer,Men's Parka,422,0,Mild,912,0
O02016,2011-12-18,P020,1,V038,Germany,2012-04-03,107,Winter,Men's Parka,201,1,Mild,411,1
O02017,2011-01-11,P001,25,V063,Italy,2011-02-25,45,Winter,Men's Parka,256,1,Cold,771,1
O02018,2009-06-09,P017,45,V004,France,2009-08-31,83,Summer,Women's Parka,222,0,Cold,442,1
O02019,2009-08-18,P005,50,V019,France,2009-11-14,88,Summer,Men's Parka,484,1,Mild,899,1
O02020,2009-05-07,P015,31,V019,UK,2009-08-07,92,Spring,Women's Parka,230,1,Snow,902,1
O02021,2011-11-02,P006,8,V076,Russia,2012-04-29,179,Fall,Children's Parka,260,0,Cold,945,0
O02022,2010-02-19,P008,37,V054,France,2010-08-16,178,Winter,Women's Parka,463,1,Snow,607,0
O02023,2009-11-03,P003,35,V007,Poland,2010-04-04,152,Fall,Women's Parka,262,0,Mild,311,0
O02024,2009-12-03,P017,23,V040,UK,2010-04-30,148,Winter,Men's Parka,219,0,Cold,520,0
O02025,2010-11-03,P009,22,V037,France,2010-12-28,55,Fall,Men's Parka,306,0,Cold,704,1
O02026,2011-12-02,P007,44,V028,Germany,2012-05-17,167,Winter,Women's Parka,213,0,Mild,886,0
O02027,2011-06-24,P005,20,V024,Russia,2011-08-06,43,Summer,Men's Parka,411,0,Cold,568,1
O02028,2009-08-27,P006,26,V095,Spain,2009-12-16,111,Summer,Women's Parka,483,0,Cold,817,1
O02029,2010-02-25,P006,4,V063,UK,2010-04-14,48,Winter,Women's Parka,317,0,Snow,980,1
O02030,2011-09-29,P012,41,V001,UK,2011-12-18,80,Fall,Children's Parka,251,1,Mild,381,1
O02031,2009-07-06,P020,42,V016,Poland,2009-12-05,152,Summer,Men's Parka,430,0,Snow,983,0
O02032,2011-11-12,P004,6,V071,Germany,2012-01-10,59,Fall,Children's Parka,404,0,Cold,412,1
O02033,2011-07-02,P008,24,V045,Russia,2011-11-22,143,Summer,Children's Parka,341,0,Mild,485,0
O02034,2009-04-24,P014,35,V009,Russia,2009-06-14,51,Spring,Women's Parka,246,0,Mild,957,1
O02035,2011-07-18,P011,22,V006,Spain,2011-12-16,151,Summer,Men's Parka,450,0,Mild,723,0
O02036,2009-09-28,P004,6,V054,UK,2009-12-17,80,Fall,Outdoor Series,282,0,Mild,692,1
O02037,2011-11-18,P016,30,V062,Germany,2012-01-12,55,Fall,Outdoor Series,416,0,Cold,599,1
O02038,2011-05-01,P016,49,V074,France,2011-10-16,168,Spring,Men's Parka,464,0,Cold,880,0
O02039,2011-07-25,P016,50,V040,Russia,2012-01-21,180,Summer,Women's Parka,221,0,Cold,771,0
O02040,2009-04-29,P007,19,V073,Germany,2009-07-23,85,Spring,Women's Parka,478,1,Snow,390,1
O02041,2011-08-05,P019,42,V058,UK,2012-01-06,154,Summer,Children's Parka,206,1,Mild,935,0
O02042,2010-09-24,P006,13,V044,France,2011-01-08,106,Fall,Men's Parka,464,0,Mild,719,1
O02043,2009-02-14,P014,12,V049,France,2009-08-08,175,Winter,Men's Parka,249,1,Cold,762,0
O02044,2011-03-22,P001,36,V061,Italy,2011-04-23,32,Spring,Outdoor Series,387,0,Mild,988,1
O02045,2010-06-06,P008,3,V093,Russia,2010-12-01,178,Summer,Men's Parka,429,1,Cold,326,0
O02046,2009-01-07,P002,25,V078,Russia,2009-05-27,140,Winter,Men's Parka,254,1,Mild,721,0
O02047,2010-03-23,P005,43,V017,Poland,2010-05-20,58,Spring,Men's Parka,275,1,Snow,998,1
O02048,2009-05-30,P019,13,V098,Germany,2009-10-20,143,Spring,Men's Parka,215,1,Cold,863,0
O02049,2009-04-03,P019,20,V018,Germany,2009-06-21,79,Spring,Men's Parka,255,1,Cold,529,1
O02050,2011-05-18,P006,45,V065,Germany,2011-11-14,180,Spring,Outdoor Series,375,0,Mild,523,0
O02051,2010-12-07,P005,25,V082,UK,2011-05-02,146,Winter,Men's Parka,231,0,Mild,636,0
O02052,2009-05-11,P017,7,V059,Germany,2009-06-10,30,Spring,Women's Parka,437,0,Mild,525,1
O02053,2009-05-04,P002,41,V098,Russia,2009-08-06,94,Spring,Women's Parka,243,1,Cold,914,1
O02054,2009-05-22,P019,45,V058,Germany,2009-10-03,134,Spring,Children's Parka,300,1,Mild,413,0
O02055,2011-08-25,P005,23,V086,Germany,2011-12-02,99,Summer,Men's Parka,460,0,Mild,333,1
O02056,2009-03-06,P002,32,V058,Italy,2009-08-09,156,Spring,Women's Parka,221,1,Mild,407,0
O02057,2010-08-11,P006,6,V020,UK,2010-10-25,75,Summer,Men's Parka,409,1,Snow,698,1
O02058,2011-04-18,P009,41,V094,France,2011-08-10,114,Spring,Outdoor Series,431,1,Cold,410,1
O02059,2010-01-04,P006,29,V042,Poland,2010-06-12,159,Winter,Men's Parka,252,0,Cold,473,0
O02060,2009-10-05,P017,48,V012,France,2010-03-07,153,Fall,Men's Parka,326,0,Snow,658,0
O02061,2011-05-11,P013,13,V080,Spain,2011-10-19,161,Spring,Children's Parka,227,0,Snow,884,0
O02062,2011-02-06,P020,9,V086,Spain,2011-05-19,102,Winter,Men's Parka,436,1,Mild,328,1
O02063,2011-02-23,P019,3,V080,Russia,2011-06-09,106,Winter,Women's Parka,317,0,Mild,416,1
O02064,2011-07-08,P001,13,V053,Germany,2011-10-13,97,Summer,Men's Parka,370,1,Cold,710,1
O02065,2011-02-13,P010,2,V050,Poland,2011-07-29,166,Winter,Women's Parka,240,1,Snow,552,0
O02066,2011-02-09,P003,47,V030,Italy,2011-05-13,93,Winter,Outdoor Series,224,1,Mild,881,1
O02067,2009-06-14,P007,38,V051,Spain,2009-10-09,117,Summer,Outdoor Series,347,0,Cold,916,1
O02068,2009-09-30,P015,16,V044,Germany,2010-01-08,100,Fall,Women's Parka,384,1,Cold,578,1
O02069,2010-12-14,P020,32,V070,Italy,2011-06-05,173,Winter,Men's Parka,471,1,Cold,899,0
O02070,2009-08-31,P016,25,V006,UK,2010-02-05,158,Summer,Women's Parka,341,1,Cold,334,0
O02071,2010-01-01,P016,5,V086,Germany,2010-04-20,109,Winter,Children's Parka,451,1,Cold,383,1
O02072,2011-03-16,P006,35,V057,Russia,2011-08-05,142,Spring,Women's Parka,353,1,Snow,499,0
O02073,2011-12-20,P008,42,V095,Italy,2012-02-16,58,Winter,Outdoor Series,302,1,Snow,531,1
O02074,2009-09-18,P014,20,V036,France,2009-12-03,76,Fall,Children's Parka,405,1,Cold,537,1
O02075,2010-04-02,P020,32,V083,France,2010-09-03,154,Spring,Outdoor Series,289,0,Cold,578,0
O02076,2009-01-08,P005,35,V012,UK,2009-02-08,31,Winter,Men's Parka,258,1,Cold,578,1
O02077,2009-02-16,P019,29,V022,Russia,2009-06-07,111,Winter,Women's Parka,300,0,Cold,520,1
O02078,2010-09-04,P006,2,V091,Russia,2011-02-11,160,Fall,Children's Parka,212,0,Cold,787,0
O02079,2011-08-07,P020,3,V004,Germany,2012-01-04,150,Summer,Children's Parka,208,1,Mild,981,0
O02080,2011-05-19,P017,22,V074,Russia,2011-10-22,156,Spring,Men's Parka,489,0,Cold,729,0
O02081,2011-12-26,P009,4,V081,Germany,2012-03-06,71,Winter,Women's Parka,422,0,Mild,793,1
O02082,2011-02-16,P006,22,V099,Russia,2011-05-02,75,Winter,Women's Parka,293,0,Snow,972,1
O02083,2010-04-16,P011,47,V091,Poland,2010-06-01,46,Spring,Women's Parka,378,1,Snow,510,1
O02084,2010-05-22,P015,3,V040,Poland,2010-10-09,140,Spring,Children's Parka,472,0,Cold,580,0
O02085,2011-08-02,P020,26,V072,France,2011-11-17,107,Summer,Women's Parka,470,0,Cold,846,1
O02086,2010-12-10,P019,8,V083,Poland,2011-02-02,54,Winter,Women's Parka,381,0,Mild,402,1
O02087,2009-11-14,P003,14,V016,Spain,2010-04-06,143,Fall,Children's Parka,428,0,Mild,588,0
O02088,2010-07-19,P008,42,V083,Russia,2010-11-13,117,Summer,Children's Parka,418,0,Cold,346,1
O02089,2010-01-22,P013,43,V072,France,2010-07-08,167,Winter,Men's Parka,419,0,Cold,876,0
O02090,2009-08-20,P013,34,V011,UK,2009-11-04,76,Summer,Children's Parka,329,1,Snow,858,1
O02091,2009-03-07,P005,30,V025,Poland,2009-05-25,79,Spring,Women's Parka,454,0,Cold,571,1
O02092,2011-05-09,P004,44,V080,Spain,2011-07-05,57,Spring,Men's Parka,215,0,Cold,390,1
O02093,2009-02-02,P001,35,V070,France,2009-05-02,89,Winter,Outdoor Series,304,1,Mild,363,1
O02094,2010-05-08,P007,10,V074,Russia,2010-07-31,84,Spring,Men's Parka,261,0,Mild,372,1
O02095,2010-02-27,P017,48,V097,Germany,2010-06-15,108,Winter,Outdoor Series,487,1,Cold,744,1
O02096,2009-05-18,P017,38,V007,Poland,2009-10-23,158,Spring,Outdoor Series,202,0,Snow,805,0
O02097,2009-07-26,P014,15,V073,France,2009-11-11,108,Summer,Men's Parka,370,0,Cold,914,1
O02098,2009-03-10,P005,5,V067,Germany,2009-06-29,111,Spring,Women's Parka,301,1,Mild,521,1
O02099,2011-07-04,P020,3,V025,Russia,2011-12-16,165,Summer,Children's Parka,302,1,Mild,338,0
O02100,2009-04-10,P004,48,V097,Russia,2009-09-07,150,Spring,Men's Parka,406,0,Snow,375,0
O02101,2010-05-17,P006,10,V061,Russia,2010-07-12,56,Spring,Children's Parka,280,0,Snow,557,1
O02102,2009-04-01,P016,32,V065,Germany,2009-07-16,106,Spring,Women's Parka,425,1,Cold,857,1
O02103,2011-04-04,P020,42,V003,Russia,2011-06-26,83,Spring,Children's Parka,330,1,Mild,393,1
O02104,2011-06-18,P020,2,V016,Germany,2011-12-11,176,Summer,Men's Parka,423,0,Mild,406,0
O02105,2010-04-25,P002,31,V085,UK,2010-07-03,69,Spring,Outdoor Series,401,1,Cold,710,1
O02106,2010-03-21,P018,40,V069,Italy,2010-07-11,112,Spring,Women's Parka,423,1,Cold,310,1
O02107,2009-04-26,P017,3,V024,Russia,2009-07-05,70,Spring,Men's Parka,276,0,Cold,589,1
O02108,2009-10-14,P004,16,V003,UK,2010-01-01,79,Fall,Men's Parka,240,0,Snow,892,1
O02109,2011-10-29,P003,45,V036,Russia,2012-03-08,131,Fall,Women's Parka,380,0,Mild,970,0
O02110,2010-08-16,P016,42,V027,Russia,2010-10-28,73,Summer,Men's Parka,499,0,Mild,904,1
O02111,2010-04-25,P005,9,V032,Germany,2010-07-04,70,Spring,Children's Parka,232,0,Snow,978,1
O02112,2010-10-16,P020,1,V091,Russia,2010-12-25,70,Fall,Women's Parka,468,0,Cold,973,1
O02113,2010-10-19,P018,12,V075,Russia,2011-02-09,113,Fall,Men's Parka,323,0,Cold,385,1
O02114,2010-05-01,P001,41,V057,Russia,2010-10-10,162,Spring,Men's Parka,270,1,Mild,325,0
O02115,2010-09-11,P014,4,V011,UK,2011-02-09,151,Fall,Men's Parka,443,1,Cold,348,0
O02116,2009-10-21,P017,20,V069,Italy,2010-03-06,136,Fall,Women's Parka,209,1,Cold,619,0
O02117,2011-12-04,P014,7,V078,Spain,2012-03-11,98,Winter,Outdoor Series,216,0,Mild,971,1
O02118,2010-03-29,P012,30,V042,Poland,2010-06-25,88,Spring,Men's Parka,229,0,Mild,465,1
O02119,2011-04-27,P002,40,V052,UK,2011-08-02,97,Spring,Men's Parka,336,0,Snow,339,1
O02120,2010-09-08,P017,11,V076,UK,2011-02-05,150,Fall,Children's Parka,406,0,Cold,454,0
O02121,2010-07-18,P014,38,V006,UK,2010-11-02,107,Summer,Women's Parka,412,0,Cold,842,1
O02122,2009-05-05,P008,5,V063,UK,2009-09-06,124,Spring,Children's Parka,417,1,Cold,875,0
O02123,2009-12-25,P016,7,V003,France,2010-03-02,67,Winter,Men's Parka,251,0,Mild,727,1
O02124,2011-05-25,P013,8,V044,Poland,2011-09-10,108,Spring,Women's Parka,359,0,Cold,727,1
O02125,2011-10-13,P012,32,V056,Germany,2012-02-05,115,Fall,Men's Parka,369,1,Snow,421,1
O02126,2009-04-07,P019,39,V024,Germany,2009-08-05,120,Spring,Outdoor Series,212,0,Cold,713,1
O02127,2010-12-07,P019,40,V054,France,2011-03-27,110,Winter,Men's Parka,234,1,Snow,857,1
O02128,2011-02-20,P004,15,V004,Germany,2011-07-15,145,Winter,Men's Parka,259,0,Cold,333,0
O02129,2011-12-11,P014,5,V068,Russia,2012-03-28,108,Winter,Children's Parka,225,0,Cold,374,1
